time,latitude,longitude,altitude,altitude_diff,distance,speed,relative_elevation,cum_distance,counter
2014-09-18 13:30:56+00:00,46.464346,10.862665,1793.007,-15.417999999999893,171.16,7.78,1028.076,25.87952,0
2014-09-18 13:31:22+00:00,46.466209,10.863943,1770.986,-22.020999999999958,229.12,8.812307692307693,1006.0550000000001,26.10864,0
2014-09-18 13:31:41+00:00,46.465182,10.862407,1755.577,-15.409000000000106,163.95,8.628947368421052,990.646,26.27259,0
2014-09-18 13:31:56+00:00,46.465083,10.861284,1748.337,-7.240000000000009,86.71,5.780666666666666,983.406,26.359299999999998,0
2014-09-18 13:32:09+00:00,46.465467,10.862277,1741.118,-7.219000000000051,87.22,6.7092307692307696,976.1869999999999,26.44652,0
2014-09-18 13:32:21+00:00,46.466093,10.862811,1733.428,-7.689999999999827,80.73,6.7275,968.4970000000001,26.52725,0
2014-09-18 13:32:32+00:00,46.46682,10.862726,1726.781,-6.647000000000162,81.1,7.372727272727272,961.8499999999999,26.608349999999998,0
2014-09-18 13:32:41+00:00,46.467375,10.863,1720.953,-5.8279999999999745,65.18,7.242222222222223,956.0219999999999,26.67353,0
2014-09-18 13:32:54+00:00,46.468267,10.862851,1714.242,-6.711000000000013,99.84,7.680000000000001,949.3109999999999,26.77337,0
2014-09-18 13:33:16+00:00,46.469297,10.863271,1704.622,-9.61999999999989,118.96,5.407272727272727,939.691,26.892329999999998,0
2014-09-18 13:33:40+00:00,46.46972,10.863122,1703.114,-1.5080000000000382,48.4,2.0166666666666666,938.183,26.94073,0
2014-09-18 13:38:40+00:00,46.470859,10.864614,1699.807,-3.3070000000000164,170.58,0.5686,934.876,27.11131,0
2014-09-18 13:39:05+00:00,46.472184,10.864663,1691.191,-8.615999999999985,147.38,5.8952,926.26,27.25869,0
2014-09-18 13:39:21+00:00,46.473314,10.865383,1681.582,-9.608999999999924,137.22,8.57625,916.6510000000001,27.395910000000004,0
2014-09-18 13:39:35+00:00,46.474253,10.865266,1677.632,-3.9500000000000455,104.8,7.485714285714286,912.701,27.50071,0
2014-09-18 13:39:52+00:00,46.474911,10.865523,1671.943,-5.689000000000078,75.77,4.457058823529412,907.012,27.576480000000004,0
2014-09-18 13:40:06+00:00,46.475792,10.865581,1662.373,-9.569999999999936,98.06,7.0042857142857144,897.442,27.674540000000004,0
2014-09-18 13:40:37+00:00,46.478003,10.866794,1640.236,-22.136999999999944,262.81,8.477741935483872,875.3050000000001,27.937350000000006,0
2014-09-18 13:40:45+00:00,46.478685,10.866829,1634.998,-5.238000000000056,75.88,9.485,870.067,28.013230000000007,0
2014-09-18 13:41:03+00:00,46.480145,10.867198,1618.079,-16.919000000000096,164.79,9.155,853.1479999999999,28.178020000000007,0
2014-09-18 13:41:24+00:00,46.481293,10.867199,1604.605,-13.473999999999933,127.65,6.078571428571429,839.674,28.30567000000001,0
2014-09-18 13:41:39+00:00,46.482383,10.867565,1592.125,-12.480000000000018,124.4,8.293333333333333,827.194,28.43007000000001,0
