,time,latitude,longitude,altitude,altitude_diff,relative_elevation,distance,cum_distance,speed,lift?,lift_path
67,2019-08-24 07:16:03+00:00,46.393613,10.857189,1032.048,18.51800000000003,274.073,211.49,11.767339999999997,2.610987654320988,0,0.0
68,2019-08-24 07:17:10+00:00,46.394991,10.856253,1046.229,14.18100000000004,288.254,169.21,11.936549999999995,2.5255223880597018,0,0.0
69,2019-08-24 07:19:18+00:00,46.39628,10.852289,1075.963,29.733999999999924,317.98799999999994,336.09,12.272639999999996,2.625703125,0,0.0
70,2019-08-24 07:19:46+00:00,46.396773,10.851445,1077.881,1.91800000000012,319.90600000000006,84.82,12.357459999999996,3.029285714285714,0,0.0
71,2019-08-24 07:22:10+00:00,46.400831,10.846873,1092.092,14.211000000000013,334.1170000000001,571.43,12.928889999999996,3.9682638888888886,0,0.0
72,2019-08-24 07:23:03+00:00,46.401608,10.844141,1101.455,9.362999999999829,343.4799999999999,226.61,13.155499999999996,4.2756603773584905,0,0.0
73,2019-08-24 07:23:10+00:00,46.401495,10.843742,1100.207,-1.24799999999982,342.2320000000001,33.08,13.188579999999996,4.725714285714285,0,0.0
74,2019-08-24 07:23:15+00:00,46.401194,10.843695,1096.317,-3.8900000000001,338.342,33.66,13.222239999999996,6.731999999999999,0,0.0
75,2019-08-24 07:23:26+00:00,46.400728,10.843077,1090.508,-5.808999999999969,332.533,70.22,13.292459999999995,6.383636363636364,0,0.0
76,2019-08-24 07:24:27+00:00,46.401042,10.84031,1100.959,10.451000000000022,342.98400000000004,215.03,13.507489999999995,3.5250819672131146,0,0.0
77,2019-08-24 07:25:41+00:00,46.402703,10.838375,1107.095,6.135999999999967,349.12,236.91,13.744399999999995,3.2014864864864863,0,0.0
78,2019-08-24 07:26:27+00:00,46.403462,10.836861,1112.669,5.574000000000069,354.6940000000001,143.53,13.887929999999997,3.120217391304348,0,0.0
79,2019-08-24 07:26:56+00:00,46.403613,10.835814,1116.567,3.897999999999911,358.592,82.02,13.969949999999997,2.828275862068965,0,0.0
80,2019-08-24 07:28:03+00:00,46.403554,10.833734,1085.898,-30.669000000000096,327.9229999999999,159.62,14.129569999999998,2.382388059701493,0,0.0
81,2019-08-24 07:28:33+00:00,46.403791,10.833327,1064.412,-21.485999999999876,306.437,40.85,14.170419999999998,1.3616666666666668,0,0.0
82,2019-08-24 07:29:07+00:00,46.403857,10.831966,1045.46,-18.951999999999998,287.485,104.62,14.275039999999999,3.077058823529412,0,0.0
83,2019-08-24 07:30:42+00:00,46.404805,10.829258,1100.381,54.92100000000005,342.40600000000006,232.86,14.5079,2.451157894736842,0,0.0
84,2019-08-24 07:32:04+00:00,46.405802,10.827681,1151.661,51.27999999999997,393.68600000000004,164.05,14.671949999999999,2.0006097560975613,0,0.0
85,2019-08-24 07:33:09+00:00,46.406654,10.825528,1187.021,35.3599999999999,429.04599999999994,190.33,14.862279999999998,2.9281538461538466,0,0.0
86,2019-08-24 07:33:44+00:00,46.40734,10.824355,1204.013,16.991999999999962,446.0379999999999,117.93,14.98021,3.3694285714285717,0,0.0
87,2019-08-24 07:35:33+00:00,46.408403,10.820282,1257.608,53.59500000000003,499.6329999999999,333.9,15.31411,3.063302752293578,0,0.0
88,2019-08-24 07:36:15+00:00,46.407923,10.819168,1280.49,22.882000000000062,522.515,100.72,15.414829999999998,2.3980952380952383,0,0.0
89,2019-08-24 07:37:00+00:00,46.40816,10.817281,1305.466,24.975999999999885,547.4909999999999,147.06,15.561889999999998,3.2680000000000002,0,0.0
90,2019-08-24 07:37:24+00:00,46.40805,10.816378,1319.22,13.754000000000133,561.245,70.31,15.632199999999997,2.9295833333333334,0,0.0
91,2019-08-24 07:39:07+00:00,46.408871,10.812575,1387.498,68.27800000000002,629.523,305.53,15.937729999999998,2.96631067961165,0,0.0
92,2019-08-24 07:40:13+00:00,46.40872,10.810462,1421.959,34.46100000000001,663.984,162.87,16.1006,2.4677272727272728,0,0.0
93,2019-08-24 07:40:51+00:00,46.409204,10.809226,1445.033,23.07399999999984,687.0579999999999,108.98,16.20958,2.8678947368421053,0,0.0
94,2019-08-24 07:41:54+00:00,46.409455,10.807057,1486.351,41.31800000000021,728.3760000000001,168.62,16.3782,2.6765079365079365,0,0.0
95,2019-08-24 07:42:25+00:00,46.409376,10.806244,1502.422,16.070999999999913,744.447,62.95,16.441149999999997,2.0306451612903227,0,0.0
