latitude,longitude,elevation,elevation_diff,distance,cum_elevation,cum_distance
46.445376,10.83143,2355.479,-26.327999999999975,151.56,2355.479,21993.45
46.445564,10.832013,2347.73,-7.748999999999796,49.32,2347.73,22042.77
46.445712,10.83456,2301.15,-46.57999999999993,195.84,2301.15,22238.61
46.445898,10.834656,2300.161,-0.9890000000000327,21.95,2300.161,22260.56
46.446874,10.834082,2281.451,-18.710000000000036,117.1,2281.451,22377.66
46.446664,10.832736,2268.424,-13.027000000000044,105.74,2268.424,22483.4
46.446957,10.83164,2254.946,-13.478000000000065,90.07,2254.946,22573.47
46.447238,10.832817,2239.541,-15.404999999999745,95.44,2239.541,22668.91
46.448439,10.834956,2211.281,-28.26000000000022,211.4,2211.281,22880.31
46.448544,10.836836,2185.709,-25.572000000000116,144.51,2185.709,23024.82
46.449245,10.838187,2167.907,-17.80199999999968,129.57,2167.907,23154.39
46.450202,10.839089,2149.231,-18.67599999999993,126.88,2149.231,23281.27
46.450783,10.839916,2128.522,-20.709000000000287,90.49,2128.522,23371.760000000002
46.450973,10.839997,2122.752,-5.769999999999982,22.02,2122.752,23393.780000000002
46.451405,10.839604,2113.153,-9.59900000000016,56.69,2113.153,23450.47
46.451898,10.83964,2102.543,-10.609999999999673,54.89,2102.543,23505.36
46.452356,10.841001,2074.246,-28.297000000000025,116.04,2074.246,23621.4
46.453191,10.842353,2043.418,-30.828000000000202,139.1,2043.418,23760.5
46.45312,10.843588,2028.056,-15.361999999999853,94.94,2028.056,23855.44
46.453263,10.844104,2021.859,-6.197000000000116,42.61,2021.859,23898.05
46.454187,10.846095,1986.214,-35.64499999999998,183.9,1986.214,24081.95
46.454718,10.848861,1953.507,-32.70699999999988,219.96,1953.507,24301.91
46.455413,10.850846,1925.752,-27.75500000000011,170.57,1925.752,24472.48
46.455853,10.851501,1913.223,-12.528999999999996,70.08,1913.223,24542.56
46.456714,10.854061,1888.763,-24.460000000000036,218.23,1888.763,24760.79
46.457021,10.85444,1888.244,-0.5190000000000055,44.81,1888.244,24805.600000000002
46.457683,10.854506,1887.764,-0.4800000000000182,73.78,1887.764,24879.38
46.458803,10.855049,1881.067,-6.696999999999889,131.3,1881.067,25010.68
46.461184,10.857256,1845.939,-35.12799999999993,314.12,1845.939,25324.8
46.461886,10.857741,1839.697,-6.242000000000189,86.45,1839.697,25411.25
46.462685,10.859342,1823.323,-16.373999999999796,151.43,1823.323,25562.68
46.463588,10.86072,1808.425,-14.898000000000138,145.68,1808.425,25708.36
46.464346,10.862665,1793.007,-15.417999999999893,171.16,1793.007,25879.52
46.466209,10.863943,1770.986,-22.020999999999958,229.12,1770.986,26108.64
46.465182,10.862407,1755.577,-15.409000000000106,163.95,1755.577,26272.59
46.465083,10.861284,1748.337,-7.240000000000009,86.71,1748.337,26359.3
46.465467,10.862277,1741.118,-7.219000000000051,87.22,1741.118,26446.52
46.466093,10.862811,1733.428,-7.689999999999827,80.73,1733.428,26527.25
46.46682,10.862726,1726.781,-6.647000000000162,81.1,1726.781,26608.35
46.467375,10.863,1720.953,-5.8279999999999745,65.18,1720.953,26673.53
46.468267,10.862851,1714.242,-6.711000000000013,99.84,1714.242,26773.37
46.469297,10.863271,1704.622,-9.61999999999989,118.96,1704.622,26892.329999999998
46.46972,10.863122,1703.114,-1.5080000000000382,48.4,1703.114,26940.73
46.470859,10.864614,1699.807,-3.3070000000000164,170.58,1699.807,27111.31
46.472184,10.864663,1691.191,-8.615999999999985,147.38,1691.191,27258.690000000002
46.473314,10.865383,1681.582,-9.608999999999924,137.22,1681.582,27395.910000000003
46.474253,10.865266,1677.632,-3.9500000000000455,104.8,1677.632,27500.710000000003
46.474911,10.865523,1671.943,-5.689000000000078,75.77,1671.943,27576.480000000003
46.475792,10.865581,1662.373,-9.569999999999936,98.06,1662.373,27674.540000000005
46.478003,10.866794,1640.236,-22.136999999999944,262.81,1640.236,27937.350000000006
46.478685,10.866829,1634.998,-5.238000000000056,75.88,1634.998,28013.230000000007
46.480145,10.867198,1618.079,-16.919000000000096,164.79,1618.079,28178.020000000008
46.481293,10.867199,1604.605,-13.473999999999933,127.65,1604.605,28305.67000000001
46.482383,10.867565,1592.125,-12.480000000000018,124.4,1592.125,28430.07000000001
46.484055,10.867785,1572.907,-19.218000000000075,186.68,1572.907,28616.75000000001
46.484861,10.868405,1562.314,-10.592999999999847,101.42,1562.314,28718.17000000001
46.4855,10.869475,1553.215,-9.09900000000016,108.44,1553.215,28826.610000000008
46.485466,10.868539,1546.935,-6.279999999999973,71.76,1546.935,28898.370000000006
46.485558,10.868509,1545.536,-1.3989999999998872,10.48,1545.536,28908.850000000006
46.48656,10.871878,1520.016,-25.519999999999982,280.97,1520.016,29189.820000000007
46.486806,10.87326,1510.469,-9.547000000000025,109.29,1510.469,29299.110000000008
46.487977,10.877626,1475.891,-34.577999999999975,358.72,1475.891,29657.83000000001
46.488196,10.877539,1473.837,-2.0540000000000873,25.25,1473.837,29683.08000000001
46.488603,10.876589,1466.249,-7.587999999999965,85.66,1466.249,29768.74000000001
46.488679,10.875839,1461.813,-4.435999999999922,58.04,1461.813,29826.78000000001
46.488566,10.87556,1459.907,-1.9060000000001764,24.78,1459.907,29851.56000000001
46.48847,10.876438,1453.21,-6.696999999999889,68.06,1453.21,29919.62000000001
46.489069,10.875868,1442.161,-11.048999999999978,79.63,1442.161,29999.25000000001
46.489185,10.876306,1437.891,-4.269999999999982,35.93,1437.891,30035.18000000001
46.489988,10.877267,1421.592,-16.298999999999978,115.69,1421.592,30150.87000000001
46.490176,10.877745,1416.282,-5.310000000000173,42.14,1416.282,30193.01000000001
46.49005,10.878224,1414.745,-1.5370000000000346,39.26,1414.745,30232.270000000008
46.490177,10.877694,1415.757,1.012000000000171,42.96,1415.757,30275.230000000007
46.490781,10.878833,1411.821,-3.936000000000149,110.06,1411.821,30385.290000000008
46.490973,10.88126,1403.741,-8.079999999999927,187.02,1403.741,30572.31000000001
46.491676,10.882505,1401.305,-2.435999999999922,123.27,1401.305,30695.58000000001
46.49163,10.884804,1396.907,-4.398000000000138,176.07,1396.907,30871.65000000001
46.492832,10.887134,1383.529,-13.377999999999929,222.89,1383.529,31094.540000000008
46.493464,10.889604,1381.62,-1.9090000000001055,201.72,1381.62,31296.26000000001
46.494089,10.891109,1375.35,-6.269999999999982,134.55,1375.35,31430.81000000001
46.494434,10.892775,1367.151,-8.198999999999842,133.18,1367.151,31563.99000000001
46.494494,10.894108,1360.411,-6.740000000000009,102.26,1360.411,31666.250000000007
46.495406,10.895212,1352.784,-7.626999999999953,132.01,1352.784,31798.260000000006
46.495343,10.89811,1335.986,-16.798000000000002,221.95,1335.986,32020.210000000006
46.496305,10.899688,1327.292,-8.694000000000187,161.35,1327.292,32181.560000000005
46.496835,10.905048,1305.173,-22.118999999999915,414.5,1305.173,32596.060000000005
46.497233,10.906233,1299.82,-5.3530000000000655,100.93,1299.82,32696.990000000005
46.497478,10.906668,1297.907,-1.913000000000011,43.02,1297.907,32740.010000000006
46.499063,10.908284,1292.646,-5.260999999999967,215.32,1292.646,32955.33000000001
46.499467,10.909471,1287.867,-4.778999999999996,101.36,1287.867,33056.69000000001
46.500292,10.910939,1282.117,-5.75,145.06,1282.117,33201.75000000001
46.500761,10.912139,1279.728,-2.3889999999998963,105.62,1279.728,33307.37000000001
46.501939,10.912934,1272.968,-6.759999999999991,144.43,1272.968,33451.80000000001
46.502841,10.913907,1268.191,-4.777000000000044,124.92,1268.191,33576.72000000001
46.503209,10.914471,1266.733,-1.4580000000000837,59.48,1266.733,33636.20000000001
46.503548,10.915502,1262.814,-3.918999999999869,87.45,1262.814,33723.65000000001
46.504308,10.9166,1259.954,-2.8600000000001273,119.18,1259.954,33842.83000000001
46.505798,10.917289,1254.709,-5.244999999999891,173.87,1254.709,34016.70000000001
46.507688,10.9203,1247.507,-7.201999999999998,311.88,1247.507,34328.58000000001
46.507956,10.920847,1245.058,-2.449000000000069,51.39,1245.058,34379.97000000001
46.508157,10.922337,1243.179,-1.8789999999999054,116.2,1243.179,34496.170000000006
46.509588,10.924711,1243.659,0.4800000000000182,241.51,1243.659,34737.68000000001
46.509972,10.924228,1250.82,7.160999999999831,56.48,1250.82,34794.16000000001
46.510381,10.924435,1257.18,6.360000000000127,48.16,1257.18,34842.320000000014
46.510567,10.923715,1265.263,8.082999999999856,58.85,1265.263,34901.17000000001
46.5108,10.923798,1266.245,0.9819999999999709,26.68,1266.245,34927.85000000001
46.510896,10.923632,1262.853,-3.3919999999998254,16.59,1262.853,34944.44000000001
46.510892,10.923782,1264.304,1.4510000000000218,11.49,1264.304,34955.93000000001
46.511326,10.92395,1267.614,3.3099999999999454,49.94,1267.614,35005.87000000001
46.512245,10.923834,1280.107,12.492999999999938,102.57,1280.107,35108.44000000001
46.512713,10.924022,1286.932,6.8250000000000455,53.99,1286.932,35162.43000000001
46.513542,10.925633,1304.773,17.840999999999894,153.93,1304.773,35316.36000000001
46.513852,10.927086,1319.643,14.870000000000118,116.41,1319.643,35432.77000000001
46.514485,10.927677,1328.254,8.610999999999876,83.66,1328.254,35516.430000000015
46.515066,10.928786,1338.854,10.600000000000136,106.65,1338.854,35623.080000000016
46.515868,10.92958,1351.327,12.472999999999956,107.91,1351.327,35730.99000000002
46.517924,10.932426,1384.099,32.771999999999935,315.74,1384.099,36046.73000000002
46.518123,10.932621,1387.344,3.2450000000001182,26.69,1387.344,36073.42000000002
46.518913,10.9327,1397.405,10.060999999999922,88.05,1397.405,36161.47000000002
46.519376,10.933805,1408.015,10.610000000000127,98.99,1408.015,36260.46000000002
46.520719,10.935696,1425.307,17.291999999999916,207.93,1425.307,36468.39000000002
46.52123,10.935817,1428.731,3.423999999999978,57.57,1428.731,36525.96000000002
46.520751,10.935435,1433.072,4.3409999999998945,60.75,1433.072,36586.71000000002
46.520175,10.934154,1444.042,10.970000000000027,117.08,1444.042,36703.79000000002
46.519339,10.930558,1473.813,29.771000000000186,290.42,1473.813,36994.21000000002
46.518528,10.928703,1492.183,18.36999999999989,168.16,1492.183,37162.370000000024
46.518492,10.928192,1496.436,4.252999999999929,39.3,1496.436,37201.67000000003
46.520297,10.930096,1515.728,19.292000000000144,248.01,1515.728,37449.68000000003
46.520798,10.93161,1528.618,12.889999999999873,128.54,1528.618,37578.22000000003
46.521554,10.93289,1542.698,14.080000000000155,129.07,1542.698,37707.29000000003
46.521746,10.9328,1549.317,6.6189999999999145,22.43,1549.317,37729.72000000003
46.522438,10.931296,1560.807,11.490000000000009,138.43,1560.807,37868.15000000003
46.523218,10.931367,1567.678,6.871000000000095,86.9,1567.678,37955.05000000003
46.523406,10.932486,1575.769,8.090999999999894,88.13,1575.769,38043.18000000003
46.52386,10.933024,1582.049,6.279999999999973,65.14,1582.049,38108.32000000003
46.524404,10.933159,1583.46,1.4110000000000582,61.37,1583.46,38169.69000000003
46.524602,10.93361,1583.42,-0.03999999999996362,40.93,1583.42,38210.62000000003
46.525376,10.934407,1582.533,-0.887000000000171,105.48,1582.533,38316.100000000035
46.525786,10.935215,1581.515,-1.0179999999998017,76.81,1581.515,38392.91000000003
46.526886,10.936093,1587.317,5.801999999999907,139.54,1587.317,38532.45000000003
